UNIQUE_CARRIER_NAME,YEAR,QUARTER,Overall - OP_EXPENSES,Overall - OP_PROFIT_LOSS,Overall - OP_REVENUES,Rev - CHARTER_PAX,Rev - CHARTER_PROP,Rev - MAIL,Rev - MISC_OP_REV,Rev - PROP_BAG,Rev - PROP_FREIGHT,Rev - PUB_SVC_REVENUE,Rev - RES_CANCEL_FEES,Rev - TOTAL_CHARTER,Rev - TOTAL_MISC_REV,Rev - TOTAL_PROPERTY,Rev - TRANS_REVENUE,Rev - TRANS_REV_PAX,Exp - AIRCFT_SERVICES,Exp - FLYING_OPS,Exp - GENERAL_ADMIN,Exp - GENERAL_SERVICES,Exp - MAINTENANCE,Exp - PAX_SERVICE,Exp - PROMOTION_SALES,Exp - TRANS_EXPENSES
         Federal Express Corporation         ,2003-01-01T00:00:00Z,3,517011,-28514,488497,NA,19743,3334,7285,NA,352505,NA,NA,19743,7285,352505,105630,NA,104067,119075,94358,NA,48689,NA,17064,111195
           American Airlines Inc.            ,2004-01-01T00:00:00Z,3,157359,19589,176948,NA,NA,1212,854,570,21557,NA,NA,NA,854,22127,24264,128491,18252,53653,10704,NA,11980,22090,14327,15323
            Delta Air Lines Inc.             ,2004-01-01T00:00:00Z,3,36312,5479,41791,NA,NA,153,-773,59,2917,NA,117,NA,-656,2976,9048,30270,6378,11503,2501,NA,3096,3895,3196,3003
         Federal Express Corporation         ,2004-01-01T00:00:00Z,3,533236,75621,608857,NA,21557,2748,9248,NA,454724,NA,NA,21557,9248,454724,120580,NA,117954,153771,62707,NA,46121,NA,16555,108179
            United Air Lines Inc.            ,2004-01-01T00:00:00Z,3,711803,35823,747626,666,NA,12408,2145,2335,65745,NA,47,666,2192,68080,47980,616300,82198,256696,39390,NA,64546,99226,89829,40162
           American Airlines Inc.            ,2005-01-01T00:00:00Z,3,228022,-19243,208779,NA,NA,1550,873,661,22654,NA,NA,NA,873,23315,29380,153661,22411,86822,25941,NA,15251,26102,14831,23719
            Delta Air Lines Inc.             ,2005-01-01T00:00:00Z,3,35656,7501,43157,NA,NA,198,-702,62,2870,NA,128,NA,-574,2932,10194,30407,5791,13295,1845,NA,2415,3310,2799,3632
         Federal Express Corporation         ,2005-01-01T00:00:00Z,3,635725,53780,689505,NA,16442,1863,4560,NA,531518,NA,NA,16442,4560,531518,135122,NA,140449,196600,70003,NA,65298,NA,15918,125546
           American Airlines Inc.            ,2006-01-01T00:00:00Z,3,277136,-915,276221,NA,NA,1480,1102,1298,32224,NA,NA,NA,1102,33522,39054,201063,24061,114523,24932,NA,17530,31544,17291,32277
            Delta Air Lines Inc.             ,2006-01-01T00:00:00Z,3,42581,5579,48160,NA,NA,62,-689,44,2835,NA,99,NA,-590,2879,11231,34578,5416,15315,1938,NA,2940,2964,3567,7738
         Federal Express Corporation         ,2006-01-01T00:00:00Z,3,698665,57484,756149,NA,12555,1158,5810,NA,600640,NA,NA,12555,5810,600640,135986,NA,148012,217566,89263,NA,78669,NA,15155,126056
            United Air Lines Inc.            ,2006-01-01T00:00:00Z,3,870124,72023,942147,NA,NA,11291,2069,3858,76905,NA,73,NA,2142,80763,61809,786142,80016,392344,54667,NA,84682,103776,70201,28926
           American Airlines Inc.            ,2007-01-01T00:00:00Z,3,223752,22463,246215,NA,NA,1761,811,1218,22178,NA,NA,NA,811,23396,35868,184379,19188,88150,18204,NA,21522,23668,14909,24885
            Delta Air Lines Inc.             ,2007-01-01T00:00:00Z,3,66427,7483,73910,NA,NA,-9,2279,50,3975,NA,211,NA,2490,4025,14494,52910,7738,24773,5095,NA,3343,4256,4575,12817
         Federal Express Corporation         ,2007-01-01T00:00:00Z,3,755336,80024,835360,NA,12613,1438,2430,NA,596740,NA,NA,12613,2430,596740,222139,NA,102527,221397,94630,NA,83726,NA,22999,202584
            United Air Lines Inc.            ,2007-01-01T00:00:00Z,3,875625,176555,1052180,NA,NA,11871,2389,4005,70935,NA,91,NA,2480,74940,51900,910989,85402,400246,56022,NA,87480,106322,71352,11698
           American Airlines Inc.            ,2008-01-01T00:00:00Z,3,284717,-606,284111,NA,NA,1643,876,3899,26834,NA,5276,NA,6152,30733,40748,204835,22405,135657,15462,NA,25579,25074,15742,30511
            Delta Air Lines Inc.             ,2008-01-01T00:00:00Z,3,137697,-9993,127704,NA,NA,-116,3578,96,11611,NA,235,NA,3813,11707,15749,96551,14352,65796,4448,NA,7926,7812,7382,23174
         Federal Express Corporation         ,2008-01-01T00:00:00Z,3,848710,37572,886282,NA,3728,1757,1196,NA,659086,NA,NA,3728,1196,659086,220515,NA,106100,315009,99715,NA,63401,NA,22646,213338
            United Air Lines Inc.            ,2008-01-01T00:00:00Z,3,949803,61222,1011025,8267,NA,9140,2507,4076,79510,NA,69,8267,2576,83586,56140,851316,81519,517527,56502,NA,76975,98619,52510,11907
           American Airlines Inc.            ,2009-01-01T00:00:00Z,3,235403,-20284,215119,NA,NA,1322,831,4654,19748,NA,4690,NA,5521,24402,32822,151052,23306,85859,22597,NA,29091,25514,11361,24640
            Delta Air Lines Inc.             ,2009-01-01T00:00:00Z,3,148333,-15437,132896,NA,NA,-76,6413,NA,13525,NA,3176,NA,9589,13525,12987,96871,16312,64284,7456,NA,10288,9995,8117,25020
         Federal Express Corporation         ,2009-01-01T00:00:00Z,3,682145,23502,705647,NA,4672,108,979,NA,486914,NA,NA,4672,979,486914,212974,NA,89157,193302,83003,NA,59625,NA,18660,207930
           American Airlines Inc.            ,2010-01-01T00:00:00Z,3,301740,9880,311620,NA,NA,1150,1123,7394,33376,NA,5756,NA,6879,40770,45158,217663,30458,117484,20210,NA,32957,32088,21045,32836
            Delta Air Lines Inc.             ,2010-01-01T00:00:00Z,3,883185,163093,1046278,NA,NA,461,30113,52,66313,NA,22883,NA,52996,66365,36881,889575,138258,325601,43940,NA,53878,68711,64787,161306
         Federal Express Corporation         ,2010-01-01T00:00:00Z,3,877030,158726,1035756,NA,8311,132,1769,NA,736781,NA,NA,8311,1769,736781,288763,NA,112840,261718,109355,NA,85735,NA,21442,247848
            United Air Lines Inc.            ,2010-01-01T00:00:00Z,3,815547,176731,992278,NA,NA,3854,1722,3730,69360,NA,195,NA,1917,73090,49985,863432,79195,360684,88605,NA,75167,95191,52002,8637
            Delta Air Lines Inc.             ,2011-01-01T00:00:00Z,3,1222948,60503,1283451,0,0,756,48238,0,71817,0,27299,NA,NA,NA,60440,1074901,162032,545095,46928,NA,57369,80711,86638,211453
            United Air Lines Inc.            ,2011-01-01T00:00:00Z,3,920239.71,146886.93,1067126.64,0,0,4197.03,2932.64,4252.6,67264.55,0,0,NA,NA,NA,70743.9,917735.93,95509.91,457346.07,42497.94,NA,85704.43,92571.44,62431.75,21881.09
            Delta Air Lines Inc.             ,2012-01-01T00:00:00Z,3,942867,364778,1307645,0,0,217,55547,0,67600,0,27992,NA,NA,NA,51280,1105009,167928,448183,49249,NA,68006,83800,83990,6392
            United Air Lines Inc.            ,2012-01-01T00:00:00Z,3,1469951.98,206482.67,1676434.65,0,0,2710.45,2855.1,32088.93,69852,0,29539.59,NA,NA,NA,89639.75,1449748.83,183964.42,654033.08,177686.04,NA,109154.89,151288.91,104633.56,20560.07
            Delta Air Lines Inc.             ,2013-01-01T00:00:00Z,3,923256,296308,1219564,0,0,935,52905,0,56701,0,27640,NA,NA,NA,40223,1041160,152645,456355,55537,NA,67506,75988,72508,5520
            United Air Lines Inc.            ,2013-01-01T00:00:00Z,3,1455286.62,90751.53,1546038.15,0,0,9338.91,3968.38,30375.3,56952.04,0,35238.48,NA,NA,NA,120833.37,1289331.67,183386.9,658564.81,129510.08,NA,116153.21,146821.23,99652.11,47948.77
            Delta Air Lines Inc.             ,2014-01-01T00:00:00Z,3,991637,205845,1197482,0,0,496,51416,0,62690,0,25553,NA,NA,NA,44727,1012600,148011,531877,68916,NA,60257,72381,70659,3694
            United Air Lines Inc.            ,2014-01-01T00:00:00Z,3,1373609.07,206622.49,1580231.57,0,0,8171.44,4065.85,31675.07,69359.77,0,38153.45,NA,NA,NA,103044.05,1325761.94,149770.71,671392.17,114401.57,NA,102253.93,145557.51,90431.72,24367.62
           American Airlines Inc.            ,2015-01-01T00:00:00Z,3,444575.17,111561.69,556136.86,0,0,4008.48,7855.38,13192.68,32801.03,0,12663.15,NA,NA,NA,171409.87,314206.28,52726.39,156217.17,46122.04,0,44290.61,37631.56,23114.39,65178.43
            Delta Air Lines Inc.             ,2015-01-01T00:00:00Z,3,785237,270189,1055426,0,0,531,57838,0,41516,0,23295,NA,NA,NA,46461,885785,132014,338700,86677,NA,56007,69770,62809,3186
            United Air Lines Inc.            ,2015-01-01T00:00:00Z,3,1244965.22,243206.11,1488171.33,0,0,7547.08,3792.25,30289.75,63655,0,36056.65,NA,NA,NA,148718.68,1198111.92,145209.32,486244.56,140362.98,NA,129864.44,153788.37,78801.26,24990.31
           American Airlines Inc.            ,2016-01-01T00:00:00Z,3,511072.39,-27389.18,483683.21,0,0,5168.42,4499.99,19252.52,31650.58,0,14830.31,NA,NA,NA,46096.98,362184.42,71578.62,180795.15,89172.77,0,61900.08,51202.2,27544.74,2302.61
            Delta Air Lines Inc.             ,2016-01-01T00:00:00Z,3,671762,203215,874977,0,0,446,58266,0,36015,0,19918,NA,NA,NA,4753,755579,127348,264952,50927,NA,54987,77224,59071,3395
            United Air Lines Inc.            ,2016-01-01T00:00:00Z,3,1181530.11,189839.28,1371369.39,NA,NA,5924.97,519.09,30572.94,68825.17,NA,33262.63,NA,NA,NA,65005.4,1167259.2,162445.48,423196.94,129079.51,NA,91534.88,170328.54,86279,24992.84
            Delta Air Lines Inc.             ,2017-01-01T00:00:00Z,3,648295,149150,797445,0,0,-234,58103,0,38714,0,17127,NA,NA,NA,8058,675677,115308,268954,45106,NA,51003,70534,53892,5972
            United Air Lines Inc.            ,2017-01-01T00:00:00Z,3,1225407.63,48541.39,1273949.02,NA,NA,10810.37,591.16,32274.37,83770.14,NA,30159.64,NA,NA,NA,56666.34,1059677,175613.54,450808.92,116756.74,NA,106305.61,156474.13,86057.99,27651.79
            Delta Air Lines Inc.             ,2018-01-01T00:00:00Z,3,672914,162058,834972,0,0,145,64199,5114,51881,0,10117,NA,NA,NA,8919.95,694596.05,111419,309737,50150,NA,36875,65657,55489,7742
            United Air Lines Inc.            ,2018-01-01T00:00:00Z,3,1208895.67,130126.88,1339022.55,4675,NA,9523.22,217.41,33357.41,108278.33,NA,22263.47,NA,NA,NA,64565.75,1096141.96,147681.19,525255.86,105838.18,NA,88069.04,151470.78,84148.57,16724.67
           American Airlines Inc.            ,2000-01-01T00:00:00Z,4,550364,11013,561377,NA,NA,6560,3234,1443,41753,NA,NA,NA,3234,43196,21136,487251,98378,160199,27922,NA,61096,94078,59414,9069
            Delta Air Lines Inc.             ,2000-01-01T00:00:00Z,4,480780,11806,492586,NA,NA,-143,3945,527,46323,NA,NA,NA,3945,46850,36947,404987,83621,173168,26732,NA,38350,56236,47205,33176
         Federal Express Corporation         ,2000-01-01T00:00:00Z,4,322758,-7134,315624,NA,584,237,5795,NA,192032,NA,NA,584,5795,192032,116976,NA,53053,68262,29504,NA,26237,NA,13470,119620
            United Air Lines Inc.            ,2000-01-01T00:00:00Z,4,557082,13245,570327,NA,NA,8804,2974,646,36584,NA,40,NA,3014,37230,52169,469110,78545,165830,57284,NA,49993,72496,76517,18487
         Federal Express Corporation         ,2001-01-01T00:00:00Z,4,337037,40387,377424,NA,473,1215,7372,NA,236268,NA,NA,473,7372,236268,132096,NA,56826,69363,26390,NA,49783,NA,11054,111122
         Federal Express Corporation         ,2002-01-01T00:00:00Z,4,403340,33344,436684,NA,3017,2377,17031,NA,278162,NA,NA,3017,17031,278162,136097,NA,66698,77937,53495,NA,53891,NA,13943,122978
           American Airlines Inc.            ,2003-01-01T00:00:00Z,4,489612,52498,542110,4191,NA,8200,2802,2081,35481,NA,NA,4191,2802,37562,70634,418721,52370,117380,54125,NA,41932,88982,44199,49851
            Delta Air Lines Inc.             ,2003-01-01T00:00:00Z,4,479458,9997,489455,NA,NA,6122,-10687,827,41551,NA,996,NA,-9691,42378,46572,404074,77773,169289,25368,NA,41634,46744,39296,33393
         Federal Express Corporation         ,2003-01-01T00:00:00Z,4,436730,31778,468508,NA,9550,3218,10155,NA,311333,NA,NA,9550,10155,311333,134252,NA,81104,81988,48135,NA,73125,NA,16628,121926
           American Airlines Inc.            ,2004-01-01T00:00:00Z,4,624551,9138,633689,5431,NA,8637,3016,2414,42625,NA,NA,5431,3016,45039,93703,477863,90275,206279,33978,NA,47379,92994,47127,64816
            Delta Air Lines Inc.             ,2004-01-01T00:00:00Z,4,569978,-59220,510758,NA,NA,4975,-9005,481,51757,NA,1167,NA,-7838,52238,24696,436687,84035,247415,30443,NA,40415,48004,37940,36881
         Federal Express Corporation         ,2004-01-01T00:00:00Z,4,518839,48360,567199,NA,11462,4421,780,NA,384017,NA,NA,11462,780,384017,166519,NA,97123,113833,56451,NA,69148,NA,20473,148550
           American Airlines Inc.            ,2005-01-01T00:00:00Z,4,741576,-10049,731527,4063,NA,9733,2932,3478,41682,NA,NA,4063,2932,45160,117302,552337,90241,265143,74829,NA,52829,85915,50180,81989
         Federal Express Corporation         ,2005-01-01T00:00:00Z,4,577138,64224,641362,NA,4283,2803,329,NA,466433,NA,NA,4283,329,466433,167514,NA,105826,152552,59286,NA,73787,NA,19755,146469
           American Airlines Inc.            ,2006-01-01T00:00:00Z,4,718446,58251,776697,NA,NA,10875,2882,4399,60347,NA,NA,NA,2882,64746,118071,580123,93088,258974,48844,NA,51539,92888,47248,85511
         Federal Express Corporation         ,2006-01-01T00:00:00Z,4,651330,54880,706210,NA,4867,1511,857,NA,510238,NA,NA,4867,857,510238,188737,NA,120241,169721,74281,NA,83159,NA,20883,168387
            United Air Lines Inc.            ,2006-01-01T00:00:00Z,4,540534,32359,572893,12262,NA,11203,1199,2122,48957,NA,121,12262,1320,51079,38342,458687,94722,210117,35240,NA,57100,66748,31378,14771
           American Airlines Inc.            ,2007-01-01T00:00:00Z,4,836022,1607,837629,NA,NA,9538,2718,4816,67550,NA,NA,NA,2718,72366,143384,609623,99833,320360,52503,NA,72358,98817,48931,95278
         Federal Express Corporation         ,2007-01-01T00:00:00Z,4,876814,20764,897578,NA,12702,2791,3181,NA,586661,NA,NA,12702,3181,586661,292243,NA,166349,196546,93447,NA,86696,NA,19743,291868
            United Air Lines Inc.            ,2007-01-01T00:00:00Z,4,655244,46231,701475,408,NA,12569,1153,2355,55164,NA,123,408,1276,57519,32573,597130,97566,276446,54562,NA,71227,73585,35072,8790
         Federal Express Corporation         ,2008-01-01T00:00:00Z,4,852744,-14387,838357,NA,36556,3226,1446,NA,532723,NA,NA,36556,1446,532723,264406,NA,159304,212119,100120,NA,45655,NA,26393,283717
         Federal Express Corporation         ,2009-01-01T00:00:00Z,4,809939,-1501,808438,NA,20124,158,1248,NA,529109,NA,NA,20124,1248,529109,257799,NA,176799,161516,92239,NA,51242,NA,31512,270753
            United Air Lines Inc.            ,2009-01-01T00:00:00Z,4,599631,85352,684983,3195,NA,3176,1266,2781,45525,NA,123,3195,1389,48306,42284,586633,94255,228037,41386,NA,72988,78635,38851,6757
            United Air Lines Inc.            ,2010-01-01T00:00:00Z,4,737690,59598,797288,-47,0,8722,1440,4326,56175,0,327,NA,NA,NA,41779,684566,92359,300467,86976,NA,72794,81654,48853,13704
            United Air Lines Inc.            ,2011-01-01T00:00:00Z,4,747084.08,65177.97,812262.05,71.78,0,6138.56,2388.24,3585.05,64255.24,0,144.37,NA,NA,NA,75306.69,660372.12,98745.27,347432.61,15746.55,NA,81348.22,76444.62,40869.38,37682.71
           American Airlines Inc.            ,2012-01-01T00:00:00Z,4,782953,-44766,738187,0,0,7135,1981,15659,42367,0,15278,NA,NA,NA,124548,531219,81953,317568,47167,NA,76012,84093,37710,100747
            Delta Air Lines Inc.             ,2012-01-01T00:00:00Z,4,1241233,176858,1418091,0,0,14517,80903,0,70595,0,30844,NA,NA,NA,56107,1165125,201844,657053,45844,NA,85863,94038,92999,3121
            Delta Air Lines Inc.             ,2013-01-01T00:00:00Z,4,1219831,210004,1429835,0,0,13682,79502,0,72582,0,32541,NA,NA,NA,46602,1184926,202189,630971,43087,NA,95744,93229,89917,2826
            United Air Lines Inc.            ,2013-01-01T00:00:00Z,4,1562388.57,54475.95,1616864.52,0,0,10866.02,3549.49,36937.41,67156.83,0,39202.48,NA,NA,NA,160617.31,1298534.99,194228.16,688425.59,120719.3,NA,151978.22,169130.8,89591.69,57555.8
           American Airlines Inc.            ,2014-01-01T00:00:00Z,4,804681,28268,832949,0,0,3930,2268,18742,55264,0,16906,NA,NA,NA,147868,587971,104385,279748,71954,NA,78827,82636,40064,105395
            United Air Lines Inc.            ,2014-01-01T00:00:00Z,4,1472365.05,172411.99,1644777.04,0,0,12118.19,3525.69,39105.77,75073.27,0,39632.69,NA,NA,NA,118737.31,1356584.13,184897.2,643665.74,135856.33,NA,146052.92,167053.2,76980.11,30563.21
           American Airlines Inc.            ,2015-01-01T00:00:00Z,4,1267731.99,45754.81,1313486.8,0,0,12494.63,15386.11,36606.18,77219.66,0,29418.52,NA,NA,NA,393264.8,749096.9,143788.76,378535.08,182662.8,0,130126.75,96405.94,59220.35,225827.57
            Delta Air Lines Inc.             ,2015-01-01T00:00:00Z,4,1090413,345905,1436318,0,0,9671,99370,0,55547,0,31374,NA,NA,NA,105888,1134468,195764,414371,104230,NA,89489,99508,90929,36307
            United Air Lines Inc.            ,2015-01-01T00:00:00Z,4,1263036.08,338135.69,1601171.77,NA,NA,10688.7,2919.15,38974.3,72361.39,NA,36834.46,NA,NA,NA,125081.79,1314311.98,188498.2,462119.19,129472.07,NA,120675.07,165405.89,74200.84,31658.2
            Delta Air Lines Inc.             ,2016-01-01T00:00:00Z,4,1099238,176191,1275429,0,0,7898,99307,0,54032,0,26899,NA,NA,NA,18972,1068321,194478,462560,67072,NA,101629,106563,89145,14042
            United Air Lines Inc.            ,2016-01-01T00:00:00Z,4,1199464.64,222280.99,1421745.64,NA,NA,8787.03,778.14,37255.17,65800.38,NA,32076.52,NA,NA,NA,31754.53,1245293.87,184575.16,413223.89,100888.89,NA,128768.39,171946.42,76126.28,30270.13
            Delta Air Lines Inc.             ,2017-01-01T00:00:00Z,4,1159667,211467,1371134,0,0,9729,114054,0,68519,0,27458,NA,NA,NA,4586,1146788,207296,472465,83439,NA,101869,116063,95702,3602
            United Air Lines Inc.            ,2017-01-01T00:00:00Z,4,1338477.06,179881.72,1518358.79,NA,NA,7981.08,-124.7,45656.92,88756.37,NA,31866,NA,NA,NA,31293.57,1312929.55,198501.44,478907.06,105764.03,NA,144106.96,183828.7,83551.59,30754.8
            Delta Air Lines Inc.             ,2018-01-01T00:00:00Z,4,1233577,254762,1488339,0,0,8045,143939,21231,76235,0,25440,NA,NA,NA,-2872,1216321,218238,563352,88545,NA,74467,117231,100760,-2823
            United Air Lines Inc.            ,2018-01-01T00:00:00Z,4,1505665.7,170740.95,1676406.66,77.89,NA,8053.16,214.55,47284.83,98672.44,NA,31491.12,NA,NA,NA,42594.7,1448017.96,211244.99,569727.42,155856.81,NA,125163.21,200725,96322.01,24098.85
            Alaska Airlines Inc.             ,2000-01-01T00:00:00Z,4,429337,-35687,393650,377,NA,4480,-163,1074,13407,645,7591,377,7428,14481,15617,350622,74669,162541,25263,NA,55065,34003,54044,2316
           American Airlines Inc.            ,2000-01-01T00:00:00Z,4,3036451,55549,3092000,1462,NA,32327,20044,5855,48488,NA,NA,1462,20044,54343,137857,2845967,535432,985541,110350,NA,422499,356277,392232,50037
            Delta Air Lines Inc.             ,2000-01-01T00:00:00Z,4,2900812,112082,3012894,NA,NA,39397,85064,7649,46691,NA,NA,NA,85064,54340,45468,2788625,509953,925142,163021,NA,346626,342950,317424,54278
         Federal Express Corporation         ,2000-01-01T00:00:00Z,4,2839925,236376,3076301,NA,13836,1603,147776,NA,1095065,NA,NA,13836,147776,1095065,1818021,NA,206877,456716,169479,NA,211555,NA,14622,1678554
               JetBlue Airways               ,2000-01-01T00:00:00Z,4,47717.83,1435.26,49153.09,12.15,NA,44.52,97.95,128.72,NA,NA,1188.84,12.15,1286.78,128.72,NA,47680.91,9778.7,17132.18,5204.31,NA,1964.42,3186.21,8487.65,NA
           Southwest Airlines Co.            ,2000-01-01T00:00:00Z,4,1217112,250308,1467420,6970,NA,11449,26480,755,16335,NA,NA,6970,26480,17090,2852,1402579,201193,411775,137901,NA,133557,79403,174551,4228
              Spirit Air Lines               ,2000-01-01T00:00:00Z,4,86047.74,-625.53,85422.21,5317.46,NA,21.21,4636.18,NA,19.66,NA,NA,5317.46,4636.18,19.66,NA,75427.71,12294.67,35484.1,2337.87,NA,15171.22,5904.71,10264.15,NA
            Alaska Airlines Inc.             ,2001-01-01T00:00:00Z,4,407496,-54916,352580,2164,NA,5413,-39,1390,11634,342,6832,2164,6793,13024,18728,306116,84896,133411,26162,NA,47531,38322,48563,1969
         Federal Express Corporation         ,2001-01-01T00:00:00Z,4,2676113,245157,2921270,NA,16385,3060,112785,NA,1144636,NA,NA,16385,112785,1144636,1644404,NA,234435,441611,137860,NA,245828,NA,13318,1500512
               JetBlue Airways               ,2001-01-01T00:00:00Z,4,91057.5,4500.57,95558.07,NA,NA,327.86,NA,287.99,NA,NA,2458.88,NA,2458.88,287.99,376.11,92107.24,18690.06,33474.28,12227.05,NA,4872.12,6477.85,12034.78,NA
           Southwest Airlines Co.            ,2001-01-01T00:00:00Z,4,1200468,37195,1237663,4216,NA,5508,33794,627,14312,NA,NA,4216,33794,14939,3382,1175824,243884,365778,131199,NA,134817,97747,143807,3072
              Spirit Air Lines               ,2001-01-01T00:00:00Z,4,80226.38,-6055.62,74170.76,3503.85,NA,13.89,4613.96,NA,15.07,10799.99,NA,3503.85,4613.96,15.07,NA,55224,14189.41,30156.82,3097.89,NA,15766.2,5547.74,7637.17,NA
         Federal Express Corporation         ,2002-01-01T00:00:00Z,4,2891765,133471,3025236,NA,9761,1584,154436,NA,1205277,NA,NA,9761,154436,1205277,1654178,NA,244565,511847,144618,NA,292978,NA,15319,1576163
               JetBlue Airways               ,2002-01-01T00:00:00Z,4,155456.15,31802.28,187258.43,NA,NA,375.18,NA,508.64,90.83,NA,3760.98,NA,3760.98,599.47,1049.49,181473.32,32275.79,56385.94,15024.51,NA,10343.37,15247.23,16530.63,59.51
